,Model,Accuracy,Sensitivity (Recall-1),Specificity (Recall-0),F1,PR-AUC,ROC-AUC
1,RandomForestClassifier,0.8333333333333334,0.5,1.0,0.6666666666666666,0.9061507936507937,0.9583333333333333
2,XGBoostClassifier,0.9444444444444444,0.8333333333333334,1.0,0.9090909090909091,0.9742063492063491,0.986111111111111
3,CatBoostClassifier,0.9444444444444444,0.8333333333333334,1.0,0.9090909090909091,0.9553571428571428,0.9722222222222223
4,LassoLogistic,0.5,0.8333333333333334,0.3333333333333333,0.5263157894736842,0.41095923412099883,0.5972222222222223
